seqgen12,pstatabb,pname,orispl,genid,numblr,genstat,prmvr,fuelg1,namepcap,cfact,genntan,genntoz,generrc,genyronl,notes
10259,MD,Luke Mill,50282,GEN2,4,OP,ST,BIT,30,0.544965753,143217.0,0.0,F923ST,1979,
10261,MD,McCormick & Co. Inc. at Belcamp,57646,PV1,0,OP,PV,SUN,1.4,0.192433138,2360.0,0.0,F923NONK,2010,
10268,MD,Montgomery County Resource Recovery,50657,GEN1,3,OP,ST,MSB,67.8,0.514414205,305525.0,0.0,F923ST,1995,
10275,MD,Morgantown Generating Plant,1573,ST1,1,OP,ST,BIT,626,0.398812858,2186994.0,0.0,F923ST,1970,
10276,MD,Morgantown Generating Plant,1573,ST2,1,OP,ST,BIT,626,0.553302114,3034176.0,0.0,F923ST,1971,
10277,MD,Mount Saint Mary's,57758,PV1,0,OP,PV,SUN,13.7,0.096923641,11632.0,0.0,F923NONK,2012,
10284,MD,NIH Cogeneration Facility,56668,CGTG,0,OP,GT,NG,22,0.894214404,172333.0,0.0,F923NONK,2004,
10295,MD,Panda Brandywine LP,54832,3,2,OP,CA,NG,91.4,0.307090115,245876.0,0.0,F923ST,1996,
10297,MD,Perdue Salisbury Photovoltaic,57879,SALI,0,OP,PV,SUN,1,0.195547945,1713.0,0.0,F923NONK,2011,
10307,MD,"RG Steel Sparrows Point, LLC",10485,GEN1,1,RE,ST,BFG,30,0.100194064,26331.0,0.0,F923ST,1949,
10308,MD,"RG Steel Sparrows Point, LLC",10485,GEN2,1,RE,ST,BFG,30,0.2329414,61217.0,0.0,F923ST,1949,
10310,MD,"RG Steel Sparrows Point, LLC",10485,GEN4,1,RE,ST,BFG,30,0.23564688,61928.0,0.0,F923ST,1949,
10311,MD,Riverside,1559,4,1,OP,ST,NG,72.2,0.041160715,26033.0,0.0,F923ST,1951,
10315,MD,Rock Hall,58241,RCKHL,0,OP,PV,SUN,1,0.012899543,113.0,0.0,F923NONK,2012,
10316,MD,"Roth Rock North Wind Farm, LLC",57240,SRRNW,0,OP,WT,WND,10,0.265936073,23296.0,0.0,F923NONK,2011,
10317,MD,Roth Rock Wind Farm LLC,57239,SRRW1,0,OP,WT,WND,40,0.332813927,116618.0,0.0,F923NONK,2011,
10324,MD,UMCP CHP Plant,56038,3,0,OP,ST,NG,5.4,0.305872653,14469.0,0.0,F923NONK,2003,
10326,MD,Vienna Operations,1564,10,0,OP,GT,DFO,18.6,0.003080964,502.0,0.0,F923NONK,1968,
10327,MD,Vienna Operations,1564,8,1,OP,ST,RFO,162,0.001556598,2209.0,0.0,F923ST,1972,
10328,MD,Westport,1560,GT5,0,OP,GT,NG,121.5,0.008693651,9253.0,0.0,F923NONK,1969,
10329,MD,Wheelabrator Baltimore Refuse,10629,GEN1,3,OP,ST,MSB,60.2,0.550742199,290435.0,0.0,F923ST,1984,
10330,MD,Wheelabrator Baltimore Refuse,10629,GEN2,3,OP,ST,MSB,4.3,0.249442498,9396.0,0.0,F923ST,2001,
10351,ME,Androscoggin 3,1480,328,0,OP,HY,WAT,3.6,0.853342212,26911.0,0.0,F923NONK,1928,
10355,ME,Androscoggin Mill,54085,GEN1,5,OP,ST,BLQ,25,0.595835616,130488.0,0.0,F923ST,1964,
10356,ME,Androscoggin Mill,54085,GEN2,5,OP,ST,BLQ,25,0.617310502,135191.0,0.0,F923ST,1966,
10357,ME,Androscoggin Mill,54085,GEN3,5,OP,ST,BLQ,30,0.80064688,210410.0,0.0,F923ST,1974,
10371,ME,Anson Abenaki Hydros,10186,STG1,0,OP,ST,NG,3,0.394422374,10365.4,0.0,F923NONK,1994,
10372,ME,Aziscohos Hydroelectric Project,50999,GEN1,0,OP,HY,WAT,6.7,0.498994752,29287.0,0.0,F923NONK,1988,
10381,ME,Barker Lower,10728,GEN1,0,OP,HY,WAT,1.5,0.446575342,5868.0,0.0,F923NONK,1986,
10388,ME,Beaver Ridge Wind,57130,BR1,0,OP,WT,WND,4.5,0.324759006,12802.0,0.0,F923NONK,2008,
10400,ME,Brassua Hydroelectric Project,10555,1,0,OP,HY,WAT,3.6,0.600171233,18927.0,0.0,F923NONK,1989,
10404,ME,Bull Hill Wind Project,57083,1,0,OP,WT,WND,34.5,0.055012905,16626.0,0.0,F923NONK,2012,
10415,ME,Cataract,1486,1,0,OP,HY,WAT,6.6,0.700550021,40503.0,0.0,F923NONK,1937,
10440,ME,Domtar - Woodland Mill,10613,TG10,2,OP,ST,BLQ,23,1.049429224,211439.0,0.0,F923ST,1966,
10441,ME,Domtar - Woodland Mill,10613,TG11,2,OP,ST,BLQ,26.8,0.526298303,123558.0,0.0,F923ST,1970,
10442,ME,East Millinocket Mill,55830,M2S1,3,OP,ST,WDS,15.6,0.061995083,8472.0,0.0,F923ST,1954,
10443,ME,East Millinocket Mill,55830,M2S2,3,OP,ST,WDS,15.6,0.015652441,2139.0,0.0,F923ST,1956,
10444,ME,East Millinocket Mill,55830,M2S3,3,OP,ST,WDS,30.2,0.004721189,1249.0,0.0,F923ST,1990,
10445,ME,Eastern Maine Medical Center,58153,COGE,0,OP,GT,NG,3.8,0.784126412,26102.0,0.0,F923NONK,2006,
10458,ME,Fox Island Wind LLC,57354,1,0,OP,WT,WND,4.5,0.252257737,9944.0,0.0,F923NONK,2009,
10459,ME,Gardiner,50688,GEN1,0,OP,HY,WAT,1,0.607305936,5320.0,0.0,F923NONK,1985,
10525,ME,Indeck Jonesboro Energy Center,10765,GEN1,1,SB,ST,WDS,27.5,0.186870071,45017.0,0.0,F923ST,1987,
10526,ME,Indeck West Enfield Energy Center,10766,GEN1,1,OP,ST,WDS,27.5,0.44799917,107923.0,0.0,F923ST,1987,
10551,ME,Lincoln Paper & Tissue,54587,TG-3,4,OP,ST,BLQ,13.5,0.654464739,77397.0,0.0,F923ST,2007,
10552,ME,Lincoln Paper & Tissue,54587,WEST,4,SB,ST,BLQ,4,0.005136986,180.0,0.0,F923ST,1957,
10562,ME,Maine Energy Recovery,10338,MERC,2,RE,ST,MSB,22,0.587899543,113300.0,0.0,F923ST,1987,
10565,ME,Maine Independence Station,55068,GEN3,2,OP,CA,NG,194.6,0.288259021,491394.0,0.0,F923ST,2000,
10566,ME,Mars Hill Wind Farm Project,56448,1,0,OP,WT,WND,42,0.361777017,133105.0,0.0,F923NONK,2007,
10579,ME,Messalonskee 2 (Oakland),1497,1,0,OP,HY,WAT,2.8,0.323344749,7931.0,0.0,F923NONK,1924,
10580,ME,Messalonskee 3,1498,1,0,OP,HY,WAT,1.6,0.314283676,4405.0,0.0,F923NONK,1918,
10581,ME,Messalonskee 5,1500,1,0,OP,HY,WAT,1.8,0.277904617,4382.0,0.0,F923NONK,1935,
10592,ME,MMWAC Resource Recovery Facility,50035,ST1,0,OP,ST,MSB,5,0.356894977,15632.0,0.0,F923NONK,1992,
10607,ME,Penobscot Energy Recovery,50051,GEN1,2,OP,ST,MSB,25.3,0.750180483,166261.0,0.0,F923ST,1987,
10611,ME,Pumpkin Hill,50699,GEN1,0,OP,HY,WAT,1,0.617922374,5413.0,0.0,F923NONK,1987,
10612,ME,Record Hill Wind,57568,RHW,0,OP,WT,WND,50.6,0.247976339,109917.0,0.0,F923NONK,2012,
10615,ME,Red Shield Envir Old Town Facility,10700,TG4,1,OP,ST,BLQ,12.5,0.23626484,25871.0,0.0,F923ST,1965,
10617,ME,Red Shield Envir Old Town Facility,10700,TG6,1,OP,ST,WDS,16,0.458033676,64198.0,0.0,F923ST,1987,
10619,ME,ReEnergy Fort Fairfield,7513,GEN1,1,OP,ST,WDS,37.5,0.817202435,268451.0,0.0,F923ST,1987,
10620,ME,ReEnergy Livermore Falls,10354,GEN1,1,OP,ST,OBS,39.6,0.731755339,253843.0,0.0,F923ST,1992,
10621,ME,ReEnergy Stratton LLC,50650,UNI1,1,OP,ST,WDS,45.7,0.857473297,343274.0,0.0,F923ST,1989,
10622,ME,Regional Waste Systems,50225,TG1,2,OP,ST,MSB,13.3,0.748214715,87173.0,0.0,F923ST,1988,
10623,ME,Robbins Lumber,50230,CAT,0,SB,IC,DFO,2,0.003767123,66.0,0.0,F923NONK,1987,
10625,ME,Rollins Wind Project,56990,1,0,OP,WT,WND,60,0.241014079,126677.0,0.0,F923NONK,2011,
10626,ME,Rumford Cogeneration,10495,GEN1,3,OP,ST,BIT,102.6,0.692083456,622028.0,0.0,F923ST,1990,
10633,ME,"Rumford Power, Inc",55100,UNT2,1,OP,CA,NG,95.1,0.162773865,135603.0,0.0,F923ST,2000,
10634,ME,"Rumford Power, Inc",55100,UNT1,0,OP,CT,NG,179.4,0.145202425,228192.0,0.0,F923NONK,2000,
10643,ME,S D Warren Westbrook,50447,GEN9,4,OP,ST,WDS,47.5,0.163756309,68139.0,0.0,F923ST,1982,
10644,ME,S D Warren Westbrook,50447,GN10,3,OP,ST,WDS,15,0.288219178,37872.0,0.0,F923ST,1985,
10668,ME,Spruce Mountain WInd,58026,1,0,OP,WT,WND,20,0.321769406,56374.0,0.0,F923NONK,2011,
10669,ME,Squa Pan Hydro Station,1516,SP1,0,SB,HY,WAT,1.5,0.049010654,644.0,0.0,F923NONK,1941,
10670,ME,Stetson Wind I,56989,1,0,OP,WT,WND,57,0.214593848,107151.0,0.0,F923NONK,2009,
10671,ME,Stetson Wind II,56991,1,0,OP,WT,WND,25.5,0.189999105,42442.0,0.0,F923NONK,2010,
10676,ME,Twin Rivers Paper Co LLC,58146,GEN5,0,OP,ST,PUR,22,0.467257939,90050.0,0.0,F923NONK,1987,
10680,ME,Upper Barker,52171,GEN1,0,OP,HY,WAT,1,0.698401826,6118.0,0.0,F923NONK,1987,
10699,ME,Verso Paper,50243,GEN2,4,OP,ST,NG,15.6,0.5941854,81199.0,0.0,F923ST,1965,
10700,ME,Verso Paper,50243,GEN3,4,OP,ST,NG,72,0.706207192,445419.0,0.0,F923ST,1988,
10701,ME,Verso Paper,50243,GEN4,0,OP,GT,NG,186.8,0.844904691,1382575.0,0.0,F923NONK,2001,
10702,ME,Verso Paper,50243,GEN5,4,OP,ST,NG,24,0.145229262,30533.0,0.0,F923ST,2012,
10713,ME,Westbrook Energy Center Power Plant,55294,STG3,2,OP,CA,NG,195.5,0.529632484,907038.0,0.0,F923ST,2001,
10718,ME,William F Wyman,1507,1,1,OP,ST,RFO,50,0.011461187,5020.0,0.0,F923ST,1957,
10719,ME,William F Wyman,1507,2,1,OP,ST,RFO,50,0.011586758,5075.0,0.0,F923ST,1958,
10720,ME,William F Wyman,1507,3,1,OP,ST,RFO,113.6,0.010271963,10222.0,0.0,F923ST,1965,
10721,ME,William F Wyman,1507,4,1,OP,ST,RFO,632.4,0.006994807,38750.0,0.0,F923ST,1978,
10734,MI,Ada Cogeneration LP,10819,GEN1,0,OP,CT,NG,23,0.634802462,127900.0,0.0,F923NONK,1990,
10735,MI,Ada Cogeneration LP,10819,GEN2,1,OP,CA,NG,10.1,0.333254216,29485.0,0.0,F923ST,1990,
10736,MI,Ada Dam,50433,ADA1,0,OP,HY,WAT,1.4,0.474804305,5823.0,0.0,F923NONK,1984,
10748,MI,B C Cobb,1695,4,1,OP,ST,SUB,156.3,0.524957858,718766.0,0.0,F923ST,1956,
10749,MI,B C Cobb,1695,5,1,OP,ST,SUB,156.3,0.61756311,845560.0,0.0,F923ST,1957,
10754,MI,Bay Windpower I,55944,BAY,0,OP,WT,WND,1.8,0.150621512,2375.0,0.0,F923NONK,2001,
10758,MI,Beebe Renewable Energy LLC,58020,1,0,OP,WT,WND,81.6,0.011632364,8315.0,0.0,F923NONK,2012,
10767,MI,Belle River,6034,ST1,1,OP,ST,SUB,697.5,0.647845207,3958399.0,0.0,F923ST,1984,
10768,MI,Belle River,6034,ST2,1,OP,ST,SUB,697.5,0.548035711,3348553.0,0.0,F923ST,1985,
10803,MI,Cadillac Renewable Energy,54415,GEN1,1,OP,ST,WDS,44,0.399833956,154112.0,0.0,F923ST,1993,
10813,MI,Cascade Dam,50436,CAS1,0,OP,HY,WAT,1.6,0.481093037,6743.0,0.0,F923NONK,1986,
10815,MI,Central Michigan University,56190,GT1,0,SB,GT,NG,3.8,0.377362413,12561.6,0.0,F923NONK,1990,
10816,MI,Central Michigan University,56190,STM1,0,OP,ST,WDS,1,0.360871005,3161.2,0.0,F923NONK,1987,
10822,MI,Cheboygan,50461,GEN1,0,OP,HY,WAT,1.5,0.486605784,6394.0,0.0,F923NONK,1984,
10824,MI,Claude Vandyke,1880,6,0,OP,CS,NG,23,0.043939845,8853.0,0.0,F923NONK,1967,
10825,MI,Claude Vandyke,1880,8,0,OP,GT,NG,24.8,0.005799823,1260.0,0.0,F923NONK,2001,
10869,MI,Dan E Karn,1702,1A,1,OP,ST,SUB,136,0.957521656,1140753.0,0.0,F923ST,1959,
10871,MI,Dan E Karn,1702,2A,1,OP,ST,SUB,136,0.889121676,1059264.0,0.0,F923ST,1961,
10873,MI,Dan E Karn,1702,3,1,OP,ST,NG,692.5,0.007058833,42821.0,0.0,F923ST,1975,
10874,MI,Dan E Karn,1702,4,1,OP,ST,NG,709.8,0.006310061,39235.0,0.0,F923ST,1977,
10882,MI,Dearborn Industrial Generation,55088,GTP1,0,OP,GT,NG,170,0.152232742,226705.0,0.0,F923NONK,1999,
10883,MI,Dearborn Industrial Generation,55088,ST1,3,OP,CA,NG,250,0.535488128,1172719.0,0.0,F923ST,2001,
10884,MI,Decorative Panels Intl,10149,GEN1,0,OP,ST,BIT,7.5,0.580806697,38159.0,0.0,F923NONK,1957,
10889,MI,Donald C Cook,6000,1,1,OP,ST,NUC,1152,0.914096984,9224628.0,0.0,F923NK,1975,
10890,MI,Donald C Cook,6000,2,1,OP,ST,NUC,1133.3,0.85564372,8494581.0,0.0,F923NK,1978,
10896,MI,E.B. Eddy Paper Inc,58222,3TU,0,OP,ST,BIT,5,0.761438356,33351.0,0.0,F923NONK,1969,
10900,MI,Eckert Station,1831,1,1,OP,ST,SUB,44,0.121647987,46888.0,0.0,F923ST,1954,
10901,MI,Eckert Station,1831,2,1,OP,ST,SUB,44,0.110938149,42760.0,0.0,F923ST,1958,
10902,MI,Eckert Station,1831,3,1,OP,ST,SUB,47,0.213987662,88103.0,0.0,F923ST,1960,
10903,MI,Eckert Station,1831,4,1,OP,ST,SUB,80,0.391429795,274314.0,0.0,F923ST,1964,
10904,MI,Eckert Station,1831,5,1,OP,ST,SUB,80,0.180104167,126217.0,0.0,F923ST,1968,
10905,MI,Eckert Station,1831,6,1,OP,ST,SUB,80,0.469001142,328676.0,0.0,F923ST,1970,
10981,MI,Endicott Station,4259,1,1,OP,ST,BIT,55,0.47069946,226783.0,0.0,F923ST,1982,
10988,MI,Erickson Station,1832,1,1,OP,ST,SUB,154.7,0.506434608,686306.0,0.0,F923ST,1973,
10989,MI,Escanaba,1771,1,1,OP,ST,BIT,11.5,0.096069089,9678.0,0.0,F923ST,1958,
10990,MI,Escanaba,1771,2,1,OP,ST,BIT,11.5,0.068354179,6886.0,0.0,F923ST,1958,
10991,MI,Escanaba,1771,3,0,OP,GT,DFO,17.9,0.003654244,573.0,0.0,F923NONK,2003,
10992,MI,Escanaba Paper Company,10208,NO.7,5,OP,ST,BIT,27.2,0.659821548,157217.0,0.0,F923ST,1969,
10993,MI,Escanaba Paper Company,10208,NO.8,5,OP,ST,BLQ,22.1,0.865591231,167575.0,0.0,F923ST,1972,
10994,MI,Escanaba Paper Company,10208,NO9,5,OP,ST,BIT,54,0.493226788,233316.0,0.0,F923ST,1982,
10995,MI,Fermi,1729,2,1,OP,ST,NUC,1217,0.48047373,5122292.0,0.0,F923NK,1988,
11015,MI,French Landing Dam,50437,FRL1,0,OP,HY,WAT,1.6,0.447274543,6269.0,0.0,F923NONK,1988,
11028,MI,Genesee Power Station LP,54751,GEN1,1,OP,ST,WDS,39.5,0.306840645,106173.0,0.0,F923ST,1995,
11070,MI,Gratiot Wind Park,57421,1,0,OP,WT,WND,102,0.264064598,235947.0,0.0,F923NONK,2011,
11071,MI,Grayling Generating Station,10822,GEN1,1,OP,ST,WDS,38,0.493685412,164338.0,0.0,F923ST,1992,
11072,MI,Greater Detroit Resource Recovery,10033,GEN1,3,OP,ST,MSB,68.4,0.445732863,267076.0,0.0,F923ST,1988,
11073,MI,Greenwood,6035,1,1,OP,ST,NG,815.4,0.088183182,629884.0,0.0,F923ST,1979,
11080,MI,GRS Arbor Hills,55596,0004,3,OP,CA,LFG,10,0.416141553,36454.0,0.0,F923ST,1996,
11085,MI,GRS C&C,55597,4,0,OP,GT,LFG,2.7,0.754693049,17850.0,0.0,F923NONK,2007,
11097,MI,Harbor Beach,1731,1,1,OP,ST,BIT,121,0.069834711,74022.0,0.0,F923ST,1968,
11107,MI,Harvest II Windfarm,57888,1,0,OP,WT,WND,59.4,0.058824547,30609.0,0.0,F923NONK,2012,
11108,MI,Harvest Windfarm LLC,56635,1,0,OP,WT,WND,52.8,0.29577885,136806.0,0.0,F923NONK,2008,
11109,MI,Hemlock Falls,1777,1,0,OP,HY,WAT,2.8,0.177429876,4352.0,0.0,F923NONK,1953,
11112,MI,Heritage Garden Wind Farm I LLC,58103,1,0,OP,WT,WND,28,0.108928571,26718.0,0.0,F923NONK,2012,
11113,MI,Hillman Power LLC,10346,GEN1,1,OP,ST,WDS,20,0.773401826,135500.0,0.0,F923ST,1987,
11134,MI,J B Sims,1825,3,1,OP,ST,BIT,80,0.335923231,235415.0,0.0,F923ST,1983,
11135,MI,J C Weadock,1720,7,1,OP,ST,SUB,156.3,0.560493519,767421.0,0.0,F923ST,1955,
11136,MI,J C Weadock,1720,8,1,OP,ST,SUB,156.3,0.583060179,798319.0,0.0,F923ST,1958,
11138,MI,J H Campbell,1710,1,1,OP,ST,SUB,265.2,0.733062667,1703016.0,0.0,F923ST,1962,
11139,MI,J H Campbell,1710,2,1,OP,ST,SUB,403.9,0.295126512,1044206.0,0.0,F923ST,1967,
11140,MI,J H Campbell,1710,3,1,OP,ST,SUB,916.8,0.623088323,5004127.0,0.0,F923ST,1980,
11141,MI,J H Campbell,1710,A,0,OP,GT,DFO,18.6,1.22748E-05,2.0,0.0,F923NONK,1968,
11142,MI,J R Whiting,1723,1,1,OP,ST,SUB,106.3,0.497708304,463460.0,0.0,F923ST,1952,
11143,MI,J R Whiting,1723,2,1,OP,ST,SUB,106.3,0.42555746,396274.0,0.0,F923ST,1952,
11144,MI,J R Whiting,1723,3,1,OP,ST,SUB,132.8,0.416327124,484325.0,0.0,F923ST,1953,
11146,MI,Jackson County Resource Recovery,10722,1,0,OP,ST,MSB,3.7,0.463811551,15033.1,0.0,F923NONK,1987,
11154,MI,Jackson Michigan Facility,55270,ST1,7,OP,CA,NG,105,0.206787345,190203.0,0.0,F923ST,2002,
11155,MI,Jackson Michigan Facility,55270,ST2,7,OP,CA,NG,105,0.220887149,203172.0,0.0,F923ST,2002,
11156,MI,James De Young,1830,3,1,OP,ST,BIT,11.5,0.256015485,25791.0,0.0,F923ST,1951,
11157,MI,James De Young,1830,4,1,OP,ST,BIT,22,0.11056455,21308.0,0.0,F923ST,1962,
11158,MI,James De Young,1830,5,1,OP,ST,BIT,29.3,0.041360824,10616.0,0.0,F923ST,1969,
11161,MI,JHP Pharmaceuticals LLC,50318,38-1,0,OP,GT,NG,2.8,0.842597032,20667.2,0.0,F923NONK,1986,
11162,MI,John H Warden,1772,1,1,OP,ST,WDS,18.7,0.752545601,123276.0,0.0,F923ST,1959,
11163,MI,Kalamazoo River Generating Station,55101,0001,0,OP,GT,NG,73.1,0.010536327,6747.0,0.0,F923NONK,1999,
11164,MI,Kalkaska CT #1,7984,001,0,OP,GT,NG,60.5,0.084457904,44761.0,0.0,F923NONK,2002,
11165,MI,Kent County Waste to Energy Facility,50860,GEN1,2,OP,ST,MSB,18,0.611872146,96480.0,0.0,F923ST,1989,
11173,MI,LaFarge Alpena,50305,GE10,5,OP,ST,PC,3.2,0.000891838,25.0,0.0,F923ST,1999,
11174,MI,LaFarge Alpena,50305,GEN6,5,OP,ST,PC,12,0.719244673,75607.0,0.0,F923ST,1952,
11175,MI,LaFarge Alpena,50305,GEN7,5,OP,ST,PC,10,0.036712329,3216.0,0.0,F923ST,1955,
11176,MI,LaFarge Alpena,50305,GEN8,5,OP,ST,PC,11,0.601193441,57931.0,0.0,F923ST,1991,
11177,MI,LaFarge Alpena,50305,GEN9,5,OP,ST,PC,11,0.675840598,65124.0,0.0,F923ST,1994,
11178,MI,Lake Winds Energy Park,57984,LWEP,0,OP,WT,WND,100.8,0.026246648,23176.0,0.0,F923NONK,2012,
11217,MI,McKinley Wind Park,57853,1,0,OP,WT,WND,14.4,0.015212773,1919.0,0.0,F923NONK,2012,
11226,MI,Michigan Power LP,54915,G001,1,OP,CA,NG,58,0.773415604,392957.0,0.0,F923ST,1995,
11227,MI,Michigan Power LP,54915,G101,0,OP,CT,NG,96.1,0.781086815,657547.0,0.0,F923NONK,1995,
11228,MI,Michigan Wind 1 LLC,56416,1,0,OP,WT,WND,69,0.27790186,167975.0,0.0,F923NONK,2008,
11229,MI,Michigan Wind 2,56659,1,0,OP,WT,WND,90,0.376187215,296586.0,0.0,F923NONK,2011,
11230,MI,Midland Cogeneration Venture,10745,1G12,0,SB,IC,DFO,5.2,0.000129083,5.9,0.0,F923NONK,1990,
11231,MI,Midland Cogeneration Venture,10745,BP15,12,OP,CA,NG,13.4,0.180203435,21153.0,0.0,F923ST,1998,
11244,MI,Midland Cogeneration Venture,10745,ST1,12,OP,CA,NG,410,0.257043936,923199.0,0.0,F923ST,1990,
11245,MI,Midland Cogeneration Venture,10745,ST2,12,SB,CA,NG,380,0.094085857,313193.0,0.0,F923ST,1990,
11246,MI,Minden Wind Park,57852,1,0,OP,WT,WND,32,0.015403824,4318.0,0.0,F923NONK,2012,
11252,MI,Mistersky,1822,GT1,0,OP,GT,DFO,35,0.000608871,186.7,0.0,F923NONK,1974,
11262,MI,Monroe,1733,1,1,OP,ST,SUB,817.2,0.56109555,4016699.0,0.0,F923ST,1971,
11263,MI,Monroe,1733,2,1,OP,ST,SUB,822.6,0.493129314,3553478.0,0.0,F923ST,1973,
11264,MI,Monroe,1733,3,1,OP,ST,SUB,822.6,0.663279478,4779576.0,0.0,F923ST,1973,
11265,MI,Monroe,1733,4,1,OP,ST,SUB,817.2,0.443562577,3175319.0,0.0,F923ST,1974,
11271,MI,Mosaic Potash Hersey,58196,ST1,0,OA,ST,NG,2.1,0.177485323,3265.0,0.0,F923NONK,1998,
11276,MI,MSC Croswell,57950,1,0,OP,ST,BIT,1.3,0.192245346,2189.3,0.0,F923NONK,1948,
11281,MI,Neenah Paper Munising Mill,54867,M387,0,OP,ST,BIT,6.2,0.593367948,32227.0,0.0,F923NONK,1930,
11283,MI,New Covert Generating Facility,55297,1A,1,OP,CA,NG,147,0.458946821,590995.0,0.0,F923ST,2004,
11285,MI,New Covert Generating Facility,55297,2A,1,OP,CA,NG,147,0.321715124,414279.0,0.0,F923ST,2004,
11287,MI,New Covert Generating Facility,55297,3A,1,OP,CA,NG,147,0.32879042,423390.0,0.0,F923ST,2004,
11330,MI,Palisades,1715,1,1,OP,ST,NUC,811.8,0.728159898,5178213.0,0.0,F923NK,1972,
11331,MI,"PCA, Filer City Mill",58066,TG2,3,OP,ST,BIT,8,0.558590183,39146.0,0.0,F923ST,1950,
11332,MI,"PCA, Filer City Mill",58066,TG3,3,OP,ST,BIT,11.5,0.422364503,42549.0,0.0,F923ST,1950,
11335,MI,Peoples Generating Station,54890,GEN1,0,OP,IC,LFG,3.2,0.870398116,24399.0,0.0,F923NONK,1995,
11364,MI,Plant Four,1840,CT1,0,SB,GT,DFO,24,0.00032344,68.0,0.0,F923NONK,1979,
11366,MI,Powertrain Warren General Motors,10032,GT1,0,OP,GT,NG,4,0.247260274,8664.0,0.0,F923NONK,1988,
11371,MI,Presque Isle,1769,5,1,OP,ST,BIT,90,0.3870586,305157.0,0.0,F923ST,1974,
11372,MI,Presque Isle,1769,6,1,OP,ST,BIT,90,0.397513952,313400.0,0.0,F923ST,1975,
11373,MI,Presque Isle,1769,7,1,OP,ST,SUB,90,0.463817859,365674.0,0.0,F923ST,1978,
11374,MI,Presque Isle,1769,8,1,OP,ST,SUB,90,0.56949518,448990.0,0.0,F923ST,1978,
11375,MI,Presque Isle,1769,9,1,OP,ST,SUB,90,0.592692796,467279.0,0.0,F923ST,1979,
11393,MI,River Rouge,1740,2,1,OP,ST,SUB,292.5,0.33280256,852740.0,0.0,F923ST,1957,
11394,MI,River Rouge,1740,3,1,OP,ST,SUB,358.1,0.445672493,1398055.0,0.0,F923ST,1958,
11418,MI,Secord,50159,1,0,OP,HY,WAT,1.2,0.28348554,2980.0,0.0,F923NONK,1923,
11420,MI,Shiras,1843,2,1,OP,ST,BIT,21,0.02133616,3925.0,0.0,F923ST,1972,
11421,MI,Shiras,1843,3,1,OP,ST,SUB,44,0.741778227,285911.0,0.0,F923ST,1983,
11422,MI,Sigel Wind Park,57851,1,0,OP,WT,WND,64,0.015204053,8524.0,0.0,F923NONK,2012,
11429,MI,Smallwood,50160,1,0,OP,HY,WAT,1.2,0.277302131,2915.0,0.0,F923NONK,1923,
11432,MI,St Clair,1743,1,1,OP,ST,SUB,168.7,0.421329641,622646.0,0.0,F923ST,1953,
11433,MI,St Clair,1743,11,0,OP,GT,DFO,18.5,0.00099963,162.0,0.0,F923NONK,1968,
11436,MI,St Clair,1743,2,1,OP,ST,SUB,156.2,0.439024141,600722.0,0.0,F923ST,1953,
11437,MI,St Clair,1743,3,1,OP,ST,SUB,156.2,0.425655114,582429.0,0.0,F923ST,1954,
11438,MI,St Clair,1743,4,1,OP,ST,SUB,168.7,0.449603874,664430.0,0.0,F923ST,1954,
11440,MI,St Clair,1743,6,1,OP,ST,SUB,352.7,0.302475813,934545.0,0.0,F923ST,1961,
11441,MI,St Clair,1743,7,1,OP,ST,SUB,544.5,0.424324398,2023951.0,0.0,F923ST,1969,
11459,MI,Stoney Corners Wind Farm,57131,SCWF1,0,OP,WT,WND,60,0.29819825,156733.0,0.0,F923NONK,2009,
11460,MI,Straits,1718,1,0,OP,GT,NG,20,0.001929224,338.0,0.0,F923NONK,1969,
11491,MI,T B Simon Power Plant,10328,GEN1,5,OP,ST,BIT,12.5,0.083223744,9113.0,0.0,F923ST,1965,
11492,MI,T B Simon Power Plant,10328,GEN2,5,OP,ST,BIT,12.5,0.398484018,43634.0,0.0,F923ST,1966,
11493,MI,T B Simon Power Plant,10328,GEN3,5,OP,ST,BIT,15,0.279155251,36681.0,0.0,F923ST,1974,
11494,MI,T B Simon Power Plant,10328,GEN4,5,OP,ST,BIT,21,0.607697326,111792.0,0.0,F923ST,1993,
11495,MI,T B Simon Power Plant,10328,GEN5,5,OP,ST,BIT,24,0.436938737,91862.0,0.0,F923ST,2006,
11496,MI,T B Simon Power Plant,10328,GEN6,0,OP,GT,NG,14.3,0.191246607,23957.1,0.0,F923NONK,2006,
11497,MI,TES Filer City Station,50835,GEN1,2,OP,ST,BIT,70,0.802827789,492294.0,0.0,F923ST,1990,
11498,MI,The Andersons Albion Ethanol LLC,58330,9611,0,OP,ST,NG,2,0.000276826,4.9,0.0,F923NONK,2006,
11510,MI,Tower,1873,GT4,0,OP,GT,DFO,21.3,0.001773962,331.0,0.0,F923NONK,1971,
11512,MI,Trenton Channel,1745,7,4,OP,ST,SUB,120,0.576999619,606542.0,0.0,F923ST,1949,
11513,MI,Trenton Channel,1745,8,4,OP,ST,SUB,120,0.028068874,29506.0,0.0,F923ST,1950,
11514,MI,Trenton Channel,1745,9,1,OP,ST,SUB,535.5,0.600917932,2818894.0,0.0,F923ST,1968,
11515,MI,Tuscola Bay Wind,58351,GE16,0,OP,WT,WND,120,0.030143645,31687.0,0.0,F923NONK,2012,
