seqgen12,pstatabb,pname,orispl,genid,numblr,genstat,prmvr,fuelg1,namepcap,cfact,genntan,genntoz,generrc,genyronl,notes
11530,MI,University of Michigan,50431,TG1,8,OP,CA,NG,12.5,0.568420091,62242.0,0.0,F923ST,1986,
11533,MI,University of Michigan,50431,TG7,8,OP,CA,NG,12.5,0.17226484,18863.0,0.0,F923ST,1975,
11534,MI,University of Michigan,50431,TG8,8,OP,CA,NG,12.5,0.391936073,42917.0,0.0,F923ST,1975,
11538,MI,Verso Paper Quinnesec Mich Mill,50251,GEN1,3,OP,ST,BLQ,28,0.885783594,217265.0,0.0,F923ST,1985,
11539,MI,Verso Paper Quinnesec Mich Mill,50251,GEN2,1,OP,ST,WDS,28,0.772080887,189376.0,0.0,F923ST,2011,
11545,MI,Vestaburg,1881,8,0,OP,GT,NG,23.7,0.017007687,3531.0,0.0,F923NONK,1972,
11548,MI,Viking Energy of Lincoln,50772,GEN1,1,OP,ST,WDS,18,0.909836377,143463.0,0.0,F923ST,1989,
11549,MI,Viking Energy of McBain,50770,GEN1,1,OP,ST,WDS,18,0.882629376,139173.0,0.0,F923ST,1988,
11554,MI,Warner Lambert,54604,5164,0,OP,GT,NG,3,0.000410198,10.8,0.0,F923NONK,1989,
11556,MI,Waste Management Northern Oaks LFGTE,57024,GEN1,0,OP,IC,LFG,1.6,0.903253425,12660.0,0.0,F923NONK,2010,
11559,MI,Way Dam,1785,1,0,OP,HY,WAT,1.8,0.026572806,419.0,0.0,F923NONK,1949,
11562,MI,Western Michigan University Power Plant,58161,EG-1,0,OP,IC,NG,0.8,0.167948059,1177.0,0.0,F923NONK,1999,
11565,MI,Western Michigan University Power Plant,58161,STG-1,0,OP,CA,NG,0.9,0.537904617,4240.8,0.0,F923NONK,1999,
11568,MI,White Pine Electric Power,10148,GEN1,1,OP,ST,BIT,20,0.037488584,6568.0,0.0,F923ST,1954,
11569,MI,White Pine Electric Power,10148,GEN2,1,OP,ST,BIT,20,0.03005137,5265.0,0.0,F923ST,1954,
11582,MI,Wyandotte,1866,5,3,OP,ST,NG,22,0.204965753,39501.0,0.0,F923ST,1958,
11584,MI,Wyandotte,1866,7,3,OP,ST,BIT,32,0.224500571,62932.0,0.0,F923ST,1986,
11599,MI,Zeeland Generating Station,55087,2C,2,OP,CA,NG,213.3,0.485768324,907662.0,0.0,F923ST,2002,
11602,MN,Adams Wind Generations LLC,57375,AWG,0,OP,WT,WND,20,0.390011416,68330.0,0.0,F923NONK,2011,
11606,MN,Agassiz Beach LLC,55576,AB30,0,OP,WT,WND,1.9,0.316450373,5267.0,0.0,F923NONK,2001,
11610,MN,Allen S King,1915,1,1,OP,ST,SUB,598.4,0.641794977,3364279.0,0.0,F923ST,1958,
11624,MN,Austin Downtown,1960,5,0,OP,GT,NG,6,0.000989346,52.0,0.0,F923NONK,1961,
11625,MN,Austin Northeast,1961,1,1,OP,ST,NG,31.9,0.033960293,9490.0,0.0,F923ST,1971,
11626,MN,Autumn Hills LLC,55566,AH30,0,OP,WT,WND,1.9,0.337539053,5618.0,0.0,F923NONK,2001,
11627,MN,B&K Energy Systems LLC,56210,1,0,OP,WT,WND,2,0.362728311,6355.0,0.0,F923NONK,2003,
11628,MN,BC Energy LLC,56624,1,0,OP,WT,WND,4,0.413270548,14481.0,0.0,F923NONK,2008,
11636,MN,Bent Tree Wind Farm Phase 1,57198,1,0,OP,WT,WND,201.3,0.244227589,430668.0,0.0,F923NONK,2011,
11637,MN,Big Blue,57289,BBWP,0,OP,WT,WND,36,0.01457382,4596.0,0.0,F923NONK,2012,
11638,MN,Bisson Windfarm LLC,56201,I,0,OP,WT,WND,2,0.305194064,5347.0,0.0,F923NONK,2003,
11640,MN,Black Dog,1904,2,1,OP,CA,NG,136.9,0.032469623,38939.0,0.0,F923ST,1954,
11641,MN,Black Dog,1904,3,1,OP,ST,SUB,113.6,0.441788861,439640.0,0.0,F923ST,1955,
11642,MN,Black Dog,1904,4,1,OP,ST,SUB,163.2,0.552086831,789281.0,0.0,F923ST,1960,
11656,MN,Blue Breezes II LLC,56581,1,0,OP,WT,WND,1.3,0.309799789,3528.0,0.0,F923NONK,2006,
11657,MN,Blue Breezes LLC,56580,1,0,OP,WT,WND,1.3,0.303389533,3455.0,0.0,F923NONK,2006,
11669,MN,Boeve Windfarm LLC,56209,1,0,OP,WT,WND,2,0.383047945,6711.0,0.0,F923NONK,2003,
11670,MN,Boise Cascade International Falls,10486,GEN1,4,OP,ST,NG,4,0.724771689,25396.0,0.0,F923ST,1927,
11671,MN,Boise Cascade International Falls,10486,GEN2,4,OP,ST,NG,4,0.324971461,11387.0,0.0,F923ST,1927,
11672,MN,Boise Cascade International Falls,10486,GEN3,4,OP,ST,NG,7.5,0.885388128,58170.0,0.0,F923ST,1948,
11673,MN,Boise Cascade International Falls,10486,GEN4,4,OP,ST,NG,7.5,0.731141553,48036.0,0.0,F923ST,1947,
11674,MN,Boise Cascade International Falls,10486,GEN5,3,OP,ST,NG,6.2,0.841987038,45730.0,0.0,F923ST,1957,
11675,MN,Breezy Bucks I LLC,56595,1,0,OP,WT,WND,1.3,0.268440464,3057.0,0.0,F923NONK,2006,
11676,MN,Breezy Bucks II LLC,56582,1,0,OP,WT,WND,1.3,0.316297857,3602.0,0.0,F923NONK,2006,
11677,MN,Buffalo Ridge Windplant WPP 1993,54794,EXIS,0,OP,WT,WND,21.9,0.30381977,58286.0,0.0,F923NONK,1994,
11689,MN,Carstensen Wind,56410,1,0,OP,WT,WND,1.7,0.344345958,5128.0,0.0,F923NONK,2004,
11697,MN,CG Windfarm LLC,56200,I,0,OP,WT,WND,2,0.338755708,5935.0,0.0,F923NONK,2003,
11698,MN,Champepaden Wind Power,55980,1,0,OP,WT,WND,2,0.362785388,6356.0,0.0,F923NONK,2001,
11699,MN,"Chanarambie Power Partners, LLC",56142,WND1,0,OP,WT,WND,85.5,0.357394056,267681.0,0.0,F923NONK,2003,
11700,MN,Chandler Hills Wind Farm,56646,1,0,OP,WT,WND,2,0.336415525,5894.0,0.0,F923NONK,1999,
11701,MN,Christoffer Wind Energy I LLC,56709,1,0,OP,WT,WND,2.1,0.375190259,6902.0,0.0,F923NONK,2008,
11702,MN,Christoffer Wind Energy II LLC,56710,1,0,OP,WT,WND,2.1,0.397640791,7315.0,0.0,F923NONK,2008,
11703,MN,Christoffer Wind Energy III LLC,56711,1,0,OP,WT,WND,2.1,0.40095673,7376.0,0.0,F923NONK,2008,
11704,MN,Christoffer Wind Energy IV LLC,56712,1,0,OP,WT,WND,2.1,0.401065449,7378.0,0.0,F923NONK,2008,
11705,MN,Clay Boswell,1893,1,1,OP,ST,SUB,75,0.711523592,467471.0,0.0,F923ST,1958,
11706,MN,Clay Boswell,1893,2,1,OP,ST,SUB,75,0.725907154,476921.0,0.0,F923ST,1960,
11707,MN,Clay Boswell,1893,3,1,OP,ST,SUB,364.5,0.753296566,2405291.0,0.0,F923ST,1973,
11708,MN,Clay Boswell,1893,4,1,OP,ST,SUB,558,0.800108427,3910994.0,0.0,F923ST,1980,
11712,MN,Community Wind North LLC,57385,34505,0,OP,WT,WND,30,0.403458904,106029.0,0.0,F923NONK,2011,
11713,MN,Community Wind South,58045,GEN1,0,OP,WT,WND,30,0.006179604,1624.0,0.0,F923NONK,2012,
11714,MN,Covanta Hennepin Energy,10013,GEN1,2,OP,ST,MSB,39.5,0.583113693,201769.0,0.0,F923ST,1989,
11715,MN,Danielson Wind Farms LLC,57396,DWF,0,OP,WT,WND,20,0.342990868,60092.0,0.0,F923NONK,2011,
11723,MN,Delano,1969,9,0,OP,GT,DFO,12.5,0.000237443,26.0,0.0,F923NONK,2002,
11724,MN,Detroit Lakes,1970,1,0,OP,GT,DFO,12.5,0.000283105,31.0,0.0,F923NONK,1968,
11725,MN,DL Windy Acres LLC,56207,1,0,OP,WT,WND,2,0.35793379,6271.0,0.0,F923NONK,2003,
11726,MN,Duluth Paper Mill,50424,GEN1,0,OP,ST,PUR,10.6,0.563334626,52309.0,0.0,F923NONK,1986,
11727,MN,Eastridge Wind Project,56543,1,0,OP,WT,WND,10.4,0.299800228,27313.0,0.0,F923NONK,2006,
11732,MN,Elk River,2039,1,1,OP,ST,MSB,11.5,0.313738336,31606.0,0.0,F923ST,1951,
11733,MN,Elk River,2039,2,1,OP,ST,MSB,11.5,0.391393687,39429.0,0.0,F923ST,1951,
11734,MN,Elk River,2039,3,1,OP,ST,MSB,25,0.272634703,59707.0,0.0,F923ST,1959,
11735,MN,Elk River,2039,CT,0,OP,GT,NG,191.3,0.058468016,97980.0,0.0,F923NONK,2009,
11744,MN,Elm Creek Wind II LLC,57649,1,0,OP,WT,WND,148.8,0.336530908,438664.0,0.0,F923NONK,2010,
11745,MN,Elm Creek Wind LLC,56793,1,0,OP,WT,WND,99,0.376243024,326293.0,0.0,F923NONK,2008,
11746,MN,Eolos Wind Energy Research Field Station,57880,1,0,OP,WT,WND,2.5,0.191415525,4192.0,0.0,F923NONK,2011,
11759,MN,Faribault Energy Park,56164,EU01,0,OP,CT,NG,212.5,0.25637228,477237.0,0.0,F923NONK,2005,
11760,MN,Faribault Energy Park,56164,HRSG,1,OP,CA,NG,122,0.245646194,262527.0,0.0,F923ST,2007,
11761,MN,Fenton Wind Farm,56617,1,0,OP,WT,WND,205.5,0.417690453,751918.0,0.0,F923NONK,2007,
11762,MN,Fergus Control Ctr,7505,1,0,SB,IC,DFO,2,0.001312785,23.0,0.0,F923NONK,1995,
11763,MN,Fey Windfarm LLC,56204,1,0,OP,WT,WND,2,0.371118721,6502.0,0.0,F923NONK,2003,
11764,MN,Fibrominn Biomass Power Plant,55867,G1,1,OP,ST,AB,64,0.789317566,442523.0,0.0,F923ST,2007,
11765,MN,Florence Hills LLC,55574,FH30,0,OP,WT,WND,1.9,0.329848594,5490.0,0.0,F923NONK,2001,
11767,MN,Fox Lake,1888,1,2,OP,ST,NG,11.5,0.015137979,1525.0,0.0,F923ST,1950,
11769,MN,Fox Lake,1888,3,1,OP,ST,NG,81.6,0.027633685,19753.0,0.0,F923ST,1962,
11778,MN,Franklin Heating Station,54224,GEN1,4,OP,ST,NG,2.5,0.330547945,7239.0,0.0,F923ST,1951,
11779,MN,Franklin Heating Station,54224,GEN2,4,OP,ST,NG,2.5,0.320456621,7018.0,0.0,F923ST,1951,
11780,MN,Franklin Heating Station,54224,GEN3,2,OP,ST,NG,6.3,0.574309633,31695.0,0.0,F923ST,1968,
11782,MN,G Flow Wind LLC,56588,1,0,OP,WT,WND,1.3,0.336757991,3835.0,0.0,F923NONK,2006,
11804,MN,Grand Meadow,56994,WND67,0,OP,WT,WND,100.5,0.352712465,310521.0,0.0,F923NONK,2008,
11815,MN,Grant County Wind LLC,57274,1,0,OP,WT,WND,20,0.34472032,60395.0,0.0,F923NONK,2010,
11816,MN,Green Acres Breeze LLC,56590,1,0,OP,WT,WND,1.3,0.338338602,3853.0,0.0,F923NONK,2006,
11817,MN,Greenback Energy,56413,1,0,OP,WT,WND,1.7,0.292841794,4361.0,0.0,F923NONK,2004,
11821,MN,Hadley Ridge LLC,55573,HR30,0,OP,WT,WND,1.9,0.374128815,6227.0,0.0,F923NONK,2000,
11827,MN,Hastings,58230,GEN1,0,OP,IC,DFO,8.8,0.003645185,281.0,0.0,F923NONK,2000,
11835,MN,Hibbing,1979,3,4,OP,ST,SUB,10,0.639885845,56054.0,0.0,F923ST,1965,
11836,MN,Hibbing,1979,5,4,OP,ST,SUB,19.5,0.345509893,59020.0,0.0,F923ST,1985,
11837,MN,Hibbing,1979,6,4,OP,ST,SUB,6.4,0.201698059,11308.0,0.0,F923ST,1996,
11842,MN,High Bridge,1912,9,1,OP,CA,NG,250,0.302070776,661535.0,0.0,F923ST,2008,
11846,MN,Hoot Lake,1943,2,1,OP,ST,SUB,54.4,0.581029244,276886.0,0.0,F923ST,1959,
11847,MN,Hoot Lake,1943,3,1,OP,ST,SUB,75,0.577375951,379336.0,0.0,F923ST,1964,
11850,MN,Hoot Lake,1943,H1,0,OP,HY,WAT,1,0.295091324,2585.0,0.0,F923NONK,1914,
11851,MN,Hope Creek LLC,55572,HC30,0,OP,WT,WND,1.9,0.355203076,5912.0,0.0,F923NONK,2001,
11859,MN,Hutchinson Plant #1,1980,8,0,OP,CS,NG,16,0.03015839,4227.0,0.0,F923NONK,1971,
11861,MN,Hutchinson Plant #2,6358,2,0,OP,CT,NG,54,0.040066379,18953.0,0.0,F923NONK,1994,
11862,MN,Hutchinson Plant #2,6358,3,1,OP,CA,NG,11.5,0.001419496,143.0,0.0,F923ST,1994,
11893,MN,Jack River LLC,55565,JR30,0,OP,WT,WND,1.9,0.312725306,5205.0,0.0,F923NONK,2001,
11898,MN,Jeffers Wind 20 LLC,56750,1,0,OP,WT,WND,50,0.393625571,172408.0,0.0,F923NONK,2008,
11899,MN,Jessica Mills LLC,55564,JM30,0,OP,WT,WND,1.9,0.280100937,4662.0,0.0,F923NONK,2001,
11900,MN,Julia Hills LLC,55563,JH30,0,OP,WT,WND,1.9,0.296623408,4937.0,0.0,F923NONK,2001,
11901,MN,K&D Energy LLC,56626,1,0,OP,WT,WND,4,0.373030822,13071.0,0.0,F923NONK,2008,
11902,MN,Kas Brothers Windfarm,55809,G1,0,OP,WT,WND,1.5,0.31194825,4099.0,0.0,F923NONK,2001,
11903,MN,K-Brink Windfarm LLC,56206,1,0,OP,WT,WND,2,0.402511416,7052.0,0.0,F923NONK,2003,
11904,MN,KC Energy LLC,56625,1,0,OP,WT,WND,4,0.402511416,14104.0,0.0,F923NONK,2008,
11915,MN,Koda Biomass Plant,57119,2222,1,OP,ST,AB,23.4,0.648289623,132889.0,0.0,F923ST,2009,
11916,MN,KSS Turbines LLC,56627,1,0,OP,WT,WND,4,0.408276256,14306.0,0.0,F923NONK,2008,
11917,MN,Lake Benton I,55208,EXIS,0,OP,WT,WND,107.2,0.262321739,246339.0,0.0,F923NONK,1998,
11918,MN,Lake Benton II,55265,EXIS,0,OP,WT,WND,103.5,0.305789381,277247.0,0.0,F923NONK,1999,
11925,MN,Lake Marion,58229,GEN1,0,OP,IC,DFO,8.8,0.003281963,253.0,0.0,F923NONK,2000,
11939,MN,Lakefield Wind Project LLC,57374,LAKE1,0,OP,WT,WND,205.5,0.240343743,432662.0,0.0,F923NONK,2011,
11940,MN,Lakota Ridge LLC,55353,NMO1,0,OP,WT,WND,11.2,0.286621412,28121.0,0.0,F923NONK,1999,
11941,MN,Lanesboro,1987,2,0,OP,HY,WAT,0.3,0.00761035,20.0,0.0,F923NONK,1923,
11957,MN,LSP-Cottage Grove LP,55010,CTG1,0,OP,CT,NG,177.3,0.211441534,328400.0,0.0,F923NONK,1997,
11958,MN,LSP-Cottage Grove LP,55010,STG1,1,OP,CA,NG,106.2,0.184893885,172009.0,0.0,F923ST,1997,
11959,MN,Lucky Wind,56412,1,0,OP,WT,WND,1.7,0.361939296,5390.0,0.0,F923NONK,2004,
11966,MN,M L Hibbard,1897,3,2,OP,ST,WDS,35.3,0.013769775,4258.0,0.0,F923ST,1949,
11967,MN,M L Hibbard,1897,4,2,OP,ST,WDS,37.5,0.047835616,15714.0,0.0,F923ST,1951,
11975,MN,Mankato Energy Center,56104,STG1,2,OP,CA,NG,320,0.059971104,168111.0,0.0,F923ST,2006,
11976,MN,Maple Lake,2042,5A,0,OP,GT,DFO,25,0.001506849,330.0,0.0,F923NONK,1978,
11977,MN,Marshall,1993,6,0,OP,GT,DFO,18,0.000640538,101.0,0.0,F923NONK,1969,
11978,MN,Marshall Wind 1 LLC,56840,1,0,OP,WT,WND,2.1,0.363122418,6680.0,0.0,F923NONK,2007,
11979,MN,Marshall Wind 2 LLC,56824,1,0,OP,WT,WND,4.2,0.410360948,15098.0,0.0,F923NONK,2007,
11980,MN,Marshall Wind 3 LLC,56825,1,0,OP,WT,WND,4.2,0.432458143,15911.0,0.0,F923NONK,2007,
11981,MN,Marshall Wind 4 LLC,56826,1,0,OP,WT,WND,4.2,0.393618178,14482.0,0.0,F923NONK,2007,
11982,MN,Marshall Wind 5 LLC,56827,1,0,OP,WT,WND,2.1,0.422972385,7781.0,0.0,F923NONK,2007,
11983,MN,Marshall Wind 6 LLC,56828,1,0,OP,WT,WND,2.1,0.423298543,7787.0,0.0,F923NONK,2007,
11988,MN,Minnesota Breeze LLC,56587,1,0,OP,WT,WND,1.3,0.337811732,3847.0,0.0,F923NONK,2006,
11989,MN,Minnesota River,7844,UOO1,0,OP,GT,NG,49,0.017861802,7667.0,0.0,F923NONK,2001,
11991,MN,Minwind,56002,1,0,OP,WT,WND,3.8,0.29740447,9900.0,0.0,F923NONK,2002,
11992,MN,Minwind 3-9,56123,1,0,OP,WT,WND,11.5,0.329094699,33153.0,0.0,F923NONK,2004,
11993,MN,MNDOT Standby Generation,55824,UNT1,0,SB,IC,DFO,2,0.001141553,20.0,0.0,F923NONK,1995,
11995,MN,Monticello,1922,1,1,OP,ST,NUC,685,0.814980835,4890374.0,0.0,F923NK,1971,
12013,MN,Moraine II Wind LLC,56794,1,0,OP,WT,WND,49.5,0.423795028,183766.0,0.0,F923NONK,2009,
12014,MN,Moraine Wind LLC,56174,MOR,0,OP,WT,WND,51,0.359935984,160805.0,0.0,F923NONK,2003,
12015,MN,Moulton Wind Power,55981,1,0,OP,WT,WND,2,0.35793379,6271.0,0.0,F923NONK,2001,
12021,MN,Mountain Lake,1998,8,0,OP,WT,WND,1.2,0.310692542,3266.0,0.0,F923NONK,2007,
12022,MN,Mower County Wind Energy Center,56424,1,0,OP,WT,WND,98.9,0.36034392,312189.0,0.0,F923NONK,2006,
12032,MN,New Ulm,2001,4,1,OP,ST,NG,15,0.045121766,5929.0,0.0,F923ST,1965,
12034,MN,New Ulm,2001,6,3,OP,ST,NG,6,0.011263318,592.0,0.0,F923ST,1997,
12036,MN,Nobles Wind Project,57047,1,0,OP,WT,WND,201,0.366607601,645508.0,0.0,F923NONK,2010,
12044,MN,Northern Lights Wind LLC,56411,1,0,OP,WT,WND,1.7,0.294856299,4391.0,0.0,F923NONK,2004,
12045,MN,Oak Glen Wind Farm,57432,1,0,OP,WT,WND,44,0.321782897,124028.0,0.0,F923NONK,2011,
12046,MN,Odin Wind Farm,56755,1,0,OP,WT,WND,20,0.370222603,64863.0,0.0,F923NONK,2008,
12052,MN,OREG 3 Inc,57281,CS13,0,OP,OT,WH,5,1.133287671,49638.0,0.0,F923NONK,2010,
12055,MN,Owatonna,2003,7,0,OP,GT,NG,19,0.005725787,953.0,0.0,F923NONK,1982,
12056,MN,Perham Incinerator,56243,1,0,SB,ST,MSB,4.5,0.000101471,4.0,0.0,F923NONK,2003,
12062,MN,Poet Biorefining Lake Crystal,58197,1,0,SB,IC,DFO,6,0.001939117,101.9,0.0,F923NONK,2005,
12063,MN,Poet Biorefining Lake Crystal,58197,2,0,SB,ST,NG,1,0.332191781,2910.0,0.0,F923NONK,2005,
12064,MN,Prairie Island,1925,1,1,OP,ST,NUC,593.1,0.712545298,3702069.0,0.0,F923NK,1974,
12065,MN,Prairie Island,1925,2,1,OP,ST,NUC,593.1,0.64504107,3351347.0,0.0,F923NK,1974,
12069,MN,Prairie Star Wind Farm,56494,HP2,0,OP,WT,WND,100.6,0.375961128,331318.0,0.0,F923NONK,2007,
12070,MN,Prairie Wind Power LLC,56628,1,0,OP,WT,WND,4,0.414954338,14540.0,0.0,F923NONK,2008,
12086,MN,Rapids Energy Center,10686,6,4,OP,ST,WDS,12.5,0.378429224,41438.0,0.0,F923ST,1969,
12087,MN,Rapids Energy Center,10686,7,2,OP,ST,WDS,14,0.510689824,62631.0,0.0,F923ST,1980,
12088,MN,Rapids Energy Center,10686,HYD,0,OP,HY,WAT,1.9,0.287114275,4778.7,0.0,F923NONK,1943,
12089,MN,Red Wing,1926,1,2,OP,ST,MSB,11.5,0.512815168,51661.0,0.0,F923ST,1949,
12090,MN,Red Wing,1926,2,2,OP,ST,MSB,11.5,0.518423665,52226.0,0.0,F923ST,1949,
12097,MN,Ridgewind,57386,WTG1,0,OP,WT,WND,25.3,0.42576299,94361.0,0.0,F923NONK,2011,
12101,MN,Riverside,1927,ST7,3,OP,CA,NG,164.7,0.465969675,672288.0,0.0,F923ST,1987,
12102,MN,Roadrunner I LLC,56578,1,0,OP,WT,WND,1.3,0.286705304,3265.0,0.0,F923NONK,2006,
12105,MN,Rock Lake CT,6741,1,0,OP,GT,DFO,25,0.001707763,374.0,0.0,F923NONK,1978,
12106,MN,Ruthton Ridge LLC,55571,RR30,0,OP,WT,WND,1.9,0.389149243,6477.0,0.0,F923NONK,2001,
12107,MN,S&P Windfarm LLC,56208,1,0,OP,WT,WND,2,0.318378995,5578.0,0.0,F923NONK,2003,
12124,MN,Saint Marys Hospital Power Plant,54262,1,0,OP,CT,NG,4.7,0.912372972,37564.2,0.0,F923NONK,1996,
12125,MN,Saint Marys Hospital Power Plant,54262,4,0,OP,CA,NG,3,0.611306697,16065.1,0.0,F923NONK,1971,
12129,MN,Salty Dog I LLC,56583,1,0,OP,WT,WND,1.3,0.293642431,3344.0,0.0,F923NONK,2006,
12130,MN,Salty Dog II LLC,56584,1,0,OP,WT,WND,1.3,0.305497014,3479.0,0.0,F923NONK,2006,
12132,MN,Sappi Cloquet Mill,50639,GEN3,4,OP,ST,WDS,19.2,0.679604262,114304.0,0.0,F923ST,1976,
12133,MN,Sappi Cloquet Mill,50639,GEN4,4,OP,ST,WDS,41.5,0.523796556,190421.0,0.0,F923ST,1997,
12134,MN,Sappi Cloquet Mill,50639,GEN5,1,OP,ST,BLQ,27.6,0.272942724,65991.0,0.0,F923ST,2001,
12143,MN,Shane's Wind Machine,56577,1,0,OP,WT,WND,1.3,0.638479101,7271.0,0.0,F923NONK,2006,
12144,MN,Shaokatan Hills LLC,55354,6150,0,OP,WT,WND,11.8,0.306535872,31686.0,0.0,F923NONK,1999,
12145,MN,Sherburne County,6090,1,1,OP,ST,SUB,765.3,0.576235063,3863096.0,0.0,F923ST,1976,
12146,MN,Sherburne County,6090,2,1,OP,ST,SUB,765.3,0.660346884,4426984.0,0.0,F923ST,1977,
12148,MN,Silver Bay Power,10849,GEN1,1,OP,ST,SUB,50,0.285152968,124897.0,0.0,F923ST,1955,
12149,MN,Silver Bay Power,10849,GEN2,1,OP,ST,SUB,81.6,0.524988249,375270.0,0.0,F923ST,1962,
12150,MN,Silver Lake,2008,1,1,OP,ST,BIT,8,0.002340183,164.0,0.0,F923ST,1948,
12151,MN,Silver Lake,2008,2,1,OP,ST,BIT,12,0.008818493,927.0,0.0,F923ST,1953,
12153,MN,Silver Lake,2008,4,1,OP,ST,BIT,54,0.010618552,5023.0,0.0,F923ST,1969,
12162,MN,SMMPA Methane Energy Facility,57903,UNIT1,0,OP,IC,LFG,1.6,0.60673516,8504.0,0.0,F923NONK,2012,
12163,MN,Soliloquoy Ridge LLC,55570,SR30,0,OP,WT,WND,1.9,0.36902187,6142.0,0.0,F923NONK,2001,
12164,MN,Solway CT,7947,1,0,SB,GT,NG,50,0.123207763,53965.0,0.0,F923NONK,2003,
12169,MN,Southeast Steam Plant,57966,SSP,2,OP,ST,NG,13,0.049236038,5607.0,0.0,F923ST,1998,
12170,MN,Southern Minnesota Beet Sugar,54533,0001,0,OP,ST,SUB,7.5,0.194505327,12779.0,0.0,F923NONK,1976,
12171,MN,Spartan Hills LLC,55569,SH30,0,OP,WT,WND,1.9,0.350636866,5836.0,0.0,F923NONK,2001,
12187,MN,St Bonifacius,6824,1,0,OP,GT,DFO,61.2,0.001794401,962.0,0.0,F923NONK,1978,
12194,MN,St Paul Cogeneration,56643,1,1,OP,ST,WDS,37,0.623784401,202181.0,0.0,F923ST,2003,
12199,MN,Stahl Wind Energy,56409,1,0,OP,WT,WND,1.7,0.310300833,4621.0,0.0,F923NONK,2004,
12200,MN,Stevens Community Medical Center,56245,1,0,SB,IC,DFO,1,0.002283105,20.0,0.0,F923NONK,2004,
12201,MN,Sun River LLC,55562,SU30,0,OP,WT,WND,1.9,0.336757991,5605.0,0.0,F923NONK,2001,
12202,MN,Sunset Breeze LLC,56586,1,0,OP,WT,WND,1.3,0.336670179,3834.0,0.0,F923NONK,2006,
12203,MN,Syl Laskin,1891,1,1,OP,ST,SUB,58,0.377617698,191860.0,0.0,F923ST,1953,
12204,MN,Syl Laskin,1891,2,1,OP,ST,SUB,58,0.347398048,176506.0,0.0,F923ST,1953,
12208,MN,Taconite Harbor Energy Center,10075,GEN1,1,OP,ST,SUB,84,0.450123668,331219.0,0.0,F923ST,1957,
12209,MN,Taconite Harbor Energy Center,10075,GEN2,1,OP,ST,SUB,84,0.210643618,155000.0,0.0,F923ST,1957,
12210,MN,Taconite Harbor Energy Center,10075,GEN3,1,OP,ST,SUB,84,0.524706458,386100.0,0.0,F923ST,1967,
12211,MN,Taconite Ridge 1 Wind Energy Center,56630,1,0,OP,WT,WND,25,0.284872146,62387.0,0.0,F923NONK,2008,
12212,MN,TG Windfarm LLC,56199,1,0,OP,WT,WND,2,0.297431507,5211.0,0.0,F923NONK,2003,
12232,MN,Thomson Reuters Data Center Bldg ES101,57207,1,0,SB,IC,DFO,1.2,0.005993151,63.0,0.0,F923NONK,2009,
12237,MN,Tofteland Windfarm LLC,56202,I,0,OP,WT,WND,2,0.355821918,6234.0,0.0,F923NONK,2003,
12238,MN,Trimont Area Wind Farm,56296,1,0,OP,WT,WND,100.5,0.379617892,334208.0,0.0,F923NONK,2005,
12246,MN,Tsar Nicholas LLC,55561,TN30,0,OP,WT,WND,1.9,0.352980053,5875.0,0.0,F923NONK,2001,
12251,MN,Twin Lake Hills LLC,55568,TL30,0,OP,WT,WND,1.9,0.345529921,5751.0,0.0,F923NONK,2000,
12256,MN,UMM Wind Turbine,57732,UMM1,0,OP,WT,WND,1.7,0.368654311,5490.0,0.0,F923NONK,2011,
12262,MN,Valley View Transmission LLC,57434,VVT,0,OP,WT,WND,10,0.385022831,33728.0,0.0,F923NONK,2011,
12263,MN,Viking Wind Partners,56153,1,0,OP,WT,WND,12,0.389450152,40939.0,0.0,F923NONK,2003,
12265,MN,Virginia,2018,5,4,OP,ST,SUB,7.5,0.516925419,33962.0,0.0,F923ST,1954,
12266,MN,Virginia,2018,6,4,OP,ST,SUB,18.7,0.609173931,99790.0,0.0,F923ST,1971,
12267,MN,Wallys Wind Farm LLC,56585,1,0,OP,WT,WND,1.3,0.285914998,3256.0,0.0,F923NONK,2006,
12268,MN,Wapsipinicon Wind Project,56876,TBD,0,OP,WT,WND,100.5,0.364327904,320747.0,0.0,F923NONK,2009,
12274,MN,Wausau Paper Mills LLC,50636,VPLS,0,OP,ST,BIT,0.6,0.421613394,2216.0,0.0,F923NONK,1959,
12275,MN,WCROC Wind Farm,57823,WTG1,0,OP,WT,WND,1.7,0.306003223,4557.0,0.0,F923NONK,2005,
12276,MN,Welcome Wind Turbine,57248,WIND1,0,OP,WT,WND,2.1,0.390737117,7188.0,0.0,F923NONK,2008,
12299,MN,Westridge Windfarm LLC,56203,1,0,OP,WT,WND,2,0.349429224,6122.0,0.0,F923NONK,2003,
12300,MN,Willmar,2022,3,1,OP,ST,SUB,18,0.191406646,30181.0,0.0,F923ST,1970,
12302,MN,Willmar,2022,ST2,3,SB,ST,NG,8,0.000599315,42.0,0.0,F923ST,1956,
12311,MN,Wilmarth,1934,1,2,OP,ST,MSB,12.5,0.471716895,51653.0,0.0,F923ST,1948,
12312,MN,Wilmarth,1934,2,2,OP,ST,MSB,12.5,0.472657534,51756.0,0.0,F923ST,1951,
12313,MN,Wilmont Hills LLC,55782,WH01,0,OP,WT,WND,1.5,0.376712329,4950.0,0.0,F923NONK,2001,
